Encuesta,Ficha,Homoclave,1.1 ¿Te parece útil esta información?,1.2 ¿Consideras que falta información?,1.3 ¿Qué información crees que falta?,1.4 ¿Qué podemos mejorar?,Fecha,Sentimiento 1,Sentimiento 2,1.3 Inglés,1.4 Inglés
320,SRE160,SRE-03-016,No,Sí,"No encuentro ninguna liga para hacer mi cita. Además revuelven todo, todo. Demasiado complicado algo que pudiera ser tan sencillo. Imagine una persona que no sabe de computación mucho peor. Tacha para su sistema.","Todo el sistema. Hagan más sencillas las cosas, sin tantos rodeos. Se quieren lucir y no sirve para nada. Duele la cabeza de tanto buscar y buscar.",2016-02-01,0,0,"I find no league to make my appointment. In addition they stir everything, everything. Too complicated something that could be so simple. Imagine a person who does not know much computing worse. Tacha for your system.",Whole system. Make things easier without so many rodeos. And they want to look good for nothing. Head hurts so much searching and searching.
487,AFSEDF842,AFSEDF-01-014,No,Sí,la solicitud de pre inscripciГіn,poner la solicitud,2016-02-01,,1,Application pre inscripciГіn,put the request
500,SEP69,SEP-01-030-A,No,Sí,ser especÐ“Â­ficos en el tiempo que lleva el trámite,"DEFINITIVAMENTE DEBERÍAN DE DESAHOGAR LAS CITAS, SI ESTE PROCESO ES NACIONAL, POR QUE NO HACER DÍAS EXTRAS PARA QUE NO HAY TANTO SUFRIMIENTO. O DE OTRA FORMA QUE SE DESCONCENTRE ESTE TRÁMITE EN CADA ESTADO.",2016-02-01,0,0,"especÐ be ""Âficos in the time it takes to process","DEFINITELY should unburden QUOTES, if this process is national, WHY DO NOT DAYS TO NO EXTRAS suffering. OR OTHERWISE THAT THIS PROCEEDING DESCONCENTRE in each state."
503,SRE268,SRE-01-039,No,Sí,"cómo esperan que haga el trámite, y el hecho de que la hagan presencial es simplemente ridículo, el costo de mi boleto para ir de Sydney a Canberra es de aproximadamente 400 dlls.

Asi que el costo de la VISA, seria de 436 dlls, lo cual es simplemente excesivo.

Falta la información de que proceso se debe seguir y los documentos necesarios.

ayuda por favor.

contreras licea@msn.com","Ayuda e información necesaria para la realización de los tramites.

contreras licea@msn.com",2016-02-01,,0,"how they expect to do the procedure, and the fact that the face do is just ridiculous, the cost of my ticket to go from Sydney to Canberra is about 400 dlls.

So the visa fee, 436 serious dlls, which is simply excessive.

process the information needed to be followed and documents needed.

please help.

contreras licea@msn.com","Assistance and information necessary for the completion of formalities.

contreras licea@msn.com"
490,INM829,INM-03-014,No,Sí,"En el caso de querer realizar un cambio de lugar de trabajo, que documentos se necesitan presentar a parte de los de arriba mencionados ?
también se podria incluir si se exceden esos 90 días naturales, que tipo de multa o que puede llegar a pasar.

Gracias",Falta informaciГіn respecto al cambio de lugar de trabajo.,2016-02-01,,0,"In case you want to make a change workplace, which documents are required to present a part of the above mentioned?
also could be included if exceeded those 90 calendar days, that kind of fine or that might happen.

Thank you",Lack informaciГіn regarding changing workplace.
504,SEP71,SEP-01-031-A,Sí,Sí,"No queda clara cuando uno paga si al principio o cuando uno pueda conseguir cita, sin embargo y en la lÐ“L–gica era al principio sino uno no puede llenar la solicitud.
Sugiero se quite esa leyenda de ir a cita con al menos 7 dÐ“Â­as antes de hacer el pago ya que en dos meses no tengo cita.
Llevo desde el 4 de enero tratando de conseguir cita y es imposible ya hasta cambio el monto.","Sugiero se quite esa leyenda de ir a cita con al menos 7 dÐ“Â­as antes de hacer el pago ya que en dos meses no tengo cita.
Llevo desde el 4 de enero tratando de conseguir cita y es imposible ya hasta cambio el monto.
Ampliar el calendario de citas, dos meses no es suficiente.
tener un teléfono donde contesten.
Tener atenciÐ“Ñn en ventanilla cómo opciÐ“Ñn, prefiero perder un dÐ“Â­a en el trámite que dos meses que no he podido realizarlo.",2016-02-01,,0,"It is not clear when one pays if the beginning or when you can get an appointment, however, and in ld ""L-logic was at the beginning but you can not complete the application.
Suggest that legend to go to the appointment least 7 Dd ""Aas before making payment since I have no appointment in two months is removed.
I've been since January 4 trying to get an appointment and it is impossible now to change the amount.","Suggest that legend to go to the appointment least 7 Dd ""Aas before making payment since I have no appointment in two months is removed.
I've been since January 4 trying to get an appointment and it is impossible now to change the amount.
Extend the appointment calendar, two months is not enough.
have a phone where answer.
I have atenciÐ ""nn at the counter how opciÐ"" Nn, I prefer to lose a Dd ""AA Step two months I could not do it."
491,SEP71,SEP-01-031-A,Sí,Sí,ВїPor quГ© no abren mГЎs meses para agendar una cita? En estos momentos la pГЎgina no sirve.,"La pГЎgina de citas, no propicien la corrupciГіn.",2016-02-01,0,1,ВїPor quГ © not open mГЎs months to schedule an appointment? At the moment the page is useless.,"The page dating, not conducive to corrupciГіn."
492,NAFIN486,NAFIN-05-003,No,Sí,saber en dónde está localizada y conocer bien las bases de cómo obtener el crédito,más información,2016-02-01,,1,know where it is located and know well the basics of how to get the credit,more information
500,SRE113,SRE-03-003,Sí,No,,Abriendo el link para agendar la cita por este medio electrÐ“Ñ–nico y no solo por el 018008010773.,2016-02-01,,1,,"Opening the link to schedule the appointment hereby electrÐ ""N-nico and not just for the 018008010773."
494,CAPUFE216,CAPUFE-02-002,Sí,Sí,donde poner quejas,las carreteras de límite de axochiapan Morelos a la ciudad de i de matamoros esta fea asta la madre ya casi es terracería,2016-02-02,,1,to put complaints,roads Axochiapan limit Morelos to the city of Matamoros i till this ugly mother is almost terracería
492,INM794,INM-03-002-E,Sí,Sí,si se puede usar una copia certificada del acta de matrimonio,decir cómo se paga la aplicaciГіn y donde tambiГ©en un telГ©fono para preguntar información,2016-02-02,,1,if you can use a certified copy of the marriage certificate,aplicaciГіn say how and where tambiГ © is paid on a telГ © phone to ask information
506,SRE112,SRE-03-002,No,Sí,"En el centro de enlace me prohibieron hacer mi trámite por algo que no venía descrito en la credencial para votar del INE, una fecha que no supieron explicar ellos mismos, aun estando recientemente renovada.",Ser más claros,2016-02-02,,0,"In the focal forbade me to do my procedure for something that did not come described in the voter of the INE, a date that they were unable to explain themselves, even when recently renovated.",Be clearer
507,SRE117,SRE-03-006-A,Sí,Sí,"No se da una definiciÐ“Ñn de discapacidad, me parece discriminatorio tener tarifas diferenciadas por discapacidad, todos somos mexicanos y todos tenemos algÐ“Un grado de discapacidad, me queda claro que los funcionarios de gobierno siempre tendrÐ“ÐŽn el descuento por su discapacidad intelectual","En ser sensibles con la poblaciÐ“Ñ–n y no discriminar para bien o para mal, de acuerdo con la constituciÐ“Ñ–n, todos somos iguales ante la ley.
Espero respuesta: donsantin72@gmail.com",2016-02-02,,0,"are not given definiciÐ ""Nn disability, it seems discriminatory to have different rates of disability, we are all Mexicans and we all have algD"" A degree of disability is clear to me that government officials always tendrÐ ""DzN discount for intellectual disability","To be sensitive to poblaciÐ ""Ñ-n and not discriminate for good or ill, according to constituciÐ"" Ñ-n, we are all equal before the law.
I hope to answer: donsantin72@gmail.com"
502,SRE144,SRE-03-007-A,Sí,No,,"Ampliar el horario de servicio, porque razÐ“Ñ–n trabajan solo hasta las 3 pm? Qué privilegio tienen los burÐ“Ñ–cratas?",2016-02-02,,1,,"Extending hours of service because razÐ ""Ñ-n work only until 3 pm? What a privilege to have the burd ""n-crats?"
495,SEP69,SEP-01-030-A,Sí,Sí,La liga para formato de pago sea más visible y la solicitud igual,En los documentos poner ligas para descargar o llenar los requisitos de solicitud,2016-02-02,,1,League for payment format more visible and equal application,In documents put links to download or fill out the application requirements
504,SRE113,SRE-03-003,Sí,No,,Permitir hacer las citas nuevamente por internet,2016-02-02,,1,,Allowing again make appointments online
497,SRE112,SRE-03-002,Sí,No,,"El sistema anterior de programaciÐ“Ñn de citas era mucho mÐ“ÐŽs amigable, ya que daba la opciÐ“Ñn de agendar cita por medio de internet...",2016-02-02,,1,,"The previous system of programaciÐ ""Nn dating was much mD"" friendly DZS, as it gave the opciÐ ""Nn to schedule an appointment through internet ..."
510,SRE113,SRE-03-003,Sí,Sí,Teléfono a donde comunicarse? Si se tiene que hacer cita? o solo llegar y agarrar ficha? Los horarios.,Incluyan la información que falta.,2016-02-02,,1,Phone to communicate where? If you have to make an appointment? or just reach out and grab tab? The schedules.,Including the missing information.
499,SRE112,SRE-03-002,No,Sí,dan muchas vueltas para que podamos sacar cita del pasaporte. si apenas nos habiamos adaptado al anterior formato y nos lo cambien,hagan bien las cosas,2016-02-02,,0,They give a lot of laps so we can make an appointment for a passport. if we had just adapted to the format above and we change,do good things
506,SRE113,SRE-03-003,No,No,,Esta horrible su servicio de la pÐ“ÐŽgina para hacer citas y horrible poder comunicarse a la lÐ“Â­nea,2016-02-02,0,1,,"This horrible service PD ""ÐŽgina to make appointments and horrible to communicate to the ld"" ANEA"
496,INM75,INM-03-013,No,Sí,Que deberГ­an dar visas a sobrinos del residente,"ampliar la autorización de visas, para el residente.",2016-02-02,,1,DeberГan to give visas to the resident nephews,extend the authorization of visas for residents.
514,SRE112,SRE-03-002,No,Sí,"pÐ“Â©sima página, no sirve; parece laberinto, pÐ“Â©simo servidor, no estÐ“ÐŽn disponibles las sedes, los telÐ“Â©fonos, muy estrictos para sus citas y cambios pero su página es muy deficiente al igual que call center, no es posible que sea el Ð“Ñ”nico medio para tramitar un pasaporte.","su servidor, actualizando y haciendo más concreta la informaciÐ“Ñ–n. de por si los mexicanos no leemos y con la enredadera de informaciÐ“Ñn no se entiende nada.",2016-02-02,,0,"pd ""Â © sima page, no use; seems maze, pd ""Â © Simo server, not ESTD"" DzN available seats, the telÐ ""Â © phones, very strict for appointments and changes but your page is very poor at the same as call center, it is not possible to be the Ð ""Ñ"" only means to process a passport.","your server, updating and making more concrete the informaciÐ ""Ñ-n. in itself Mexicans do not read and informaciÐ Creeper ""Nn not understand anything."
