is_info_useful,missing_info,improvements,date,missing_info_es,improvements_es,missing_info_en,improvements_en,institution_name,institution_branch,institution_window
0,solicitar cita renovacin pasarporte,intentado hablar nmero dieron hacer cita nunca enlaza llamada tampoco veo opcin citas internet,2016-02-23,solicitar cita renovacin pasarporte,intentado hablar nmero dieron hacer cita nunca enlaza llamada tampoco veo opcin citas internet,request appointment renovacin pasarporte,tried talk nmero got make appointment never connects call see opcin internet dating,SRE,03,003
0,mas hora buscando hacer cita va internet podido encontrar suena extraamente ocupado marcando tiempo,dar mas sencilla informacin entrar hacer citas va internet telfono,2016-02-23,mas hora buscando hacer cita va internet podido encontrar suena extraamente ocupado marcando tiempo,dar mas sencilla informacin entrar hacer citas va internet telfono,hour looking like appointment vd aa internet could find sound extra ously occupied dialing long time,give simpler informaci n vd go make appointments aa internet tel phono,SRE,03,003
0,falta apartado persona pueda concertar cita realizacion tramites,pongan mas lineas telefonicas sirve,2016-02-23,falta apartado persona pueda concertar cita realizacion tramites,pongan mas lineas telefonicas sirve,missing section person may make appointment carrying procedures,put telephone lines serves,SRE,03,003
0,citas estan siendo lentas habia problema delegaciones slp posible den numero citas diga telefono suspendido contesten urge pasaporte entiendo podia sacar mas facil habia tanta tecnologa,asunto citas hagan internet contesten telefono,2016-02-23,citas estan siendo lentas habia problema delegaciones slp posible den numero citas diga telefono suspendido contesten urge pasaporte entiendo podia sacar mas facil habia tanta tecnologa,asunto citas hagan internet contesten telefono,appointments slow problem delegations slp possible give number quotes tell phone suspended answer urgently need passport understand previously could get much easier much tecnolog aa,issue dating made internet answer phone,SRE,03,003
0,puedo hacer cita mexico visa extranjero consulado complicado telefono ayudan,enlances mas sencillos simples hacer cita consulado d emexico,2016-02-23,puedo hacer cita mexico visa extranjero consulado complicado telefono ayudan,enlances mas sencillos simples hacer cita consulado d emexico,make appointment mexico visa consulate abroad complicated telephone help,simpler simpler make enlances appointment consulate emexico,SFP,04,001
1,podian visualizar paquetes maneja fovissste as hoteles necesidad ir oficinas,link fovissste poder checar hoteles paquetes boletos autobuses,2016-02-23,podian visualizar paquetes maneja fovissste as hoteles necesidad ir oficinas,link fovissste poder checar hoteles paquetes boletos autobuses,could visualized handling packages fovissste like hotels without going offices,enter link check fovissste hotels packages bus tickets,ISSSTE,04,001
0,telfono hacer cita ( encuentro,informaron completa,2016-02-23,telfono hacer cita ( encuentro,informaron completa,tel phone make appointment ( find,reported complete,SRE,03,007
0,renovacin colocar necesitan copias credencial elector pasaporte comprobante pago contar fotografas tamao pasaporte,capacitar personal emite pasaporte personal escribe informacin internet,2016-02-23,renovacin colocar necesitan copias credencial elector pasaporte comprobante pago contar fotografas tamao pasaporte,capacitar personal emite pasaporte personal escribe informacin internet,renovaci ndrop copies required voter registration passport proof payment fotograf aas tamad passport,train staff issuing passport personnel type informaci n internet,SRE,03,003
0,aparare puedo hacer citas correo mediante pagina internet,poner portal citas podemos ir dos veces sre,2016-02-23,aparare puedo hacer citas correo mediante pagina internet,poner portal citas podemos ir dos veces sre,aparare quotes mail website,put appointments portal go twice sre,SRE,03,002
0,hace cita piden sre san luis potosi aparece asignado,personal sre slp ( portero policia forma grosera deja pasar preguntar solo dice sabe haga cita pagina hace cita mexitelsregobmx puedo continuar proceso aparecen colonias,2016-02-23,hace cita piden sre san luis potosi aparece asignado,personal sre slp ( portero policia forma grosera deja pasar preguntar solo dice sabe haga cita pagina hace cita mexitelsregobmx puedo continuar proceso aparecen colonias,appointment asking sre san luis potosi appears unallocated,sre staff slp ( doorman police whatever rude ask let say know make appointment page appointment made mexitelsregobmx continue process colonies appear,SRE,03,003
1,informacion oficina plaza estrellas galerias,poder hacer citas internet poder acudir directamente oficina programar cita telefono satura das informacion deletrear curp confusiones quieren ayudar si entienden letras volver llamar,2016-02-23,informacion oficina plaza estrellas galerias,poder hacer citas internet poder acudir directamente oficina programar cita telefono satura das informacion deletrear curp confusiones quieren ayudar si entienden letras volver llamar,information office stars plaza galleries,make appointments internet able go directly office schedule appointment telephone satura das information spell curp confusion want help understand letters go back call,SRE,03,003
1,,pueda meter crdito hijos,2016-02-23,,pueda meter crdito hijos,,get cr dito children,FOVISSSTE,00,009
1,pongan enlace sacar citas pagina sacar citas alguna falla permite seleccionar fechas llevo mas dias queriendo sacar cita internet imposible telefono citas tampoco contestan espero mejoren cuestiones gracias,podrian mejorar pagina citas complicada piden demasiados datos final quiere agendar cita puede telefono citas nunca contestan,2016-02-23,pongan enlace sacar citas pagina sacar citas alguna falla permite seleccionar fechas llevo mas dias queriendo sacar cita internet imposible telefono citas tampoco contestan espero mejoren cuestiones gracias,podrian mejorar pagina citas complicada piden demasiados datos final quiere agendar cita puede telefono citas nunca contestan,put link make appointments page get appointments faulty allows select dates took days wanting make appointment online impossible phone appointments answer hope issues improve thanks,could improve quotations page complicated ask much data end want schedule appointment phone appointments never answer,SRE,03,002
0,,pinche pgina mierda encuentra colonia adems nmero telfono citas est servicio,2016-02-23,,pinche pgina mierda encuentra colonia adems nmero telfono citas est servicio,,fucking sucks page find colony besides nmero tel phone appointments est service,SRE,03,002
1,,registr planteles militares imprimi hoja solicitud necesito saber imprimirla,2016-02-23,,registr planteles militares imprimi hoja solicitud necesito saber imprimirla,,registr military schools print application form need know print,SFP,04,001
0,claro renuevo pasaporte dice papeles debo llevar dice pago telefono citas saben hace incrible dice sr juan ramirez debo hablar atencion ciudadana sre telefono grabadora dice numero existe,ser claros segun deberia decir hacer cita telefonica mano curp correo electronico reciban datos cita definido lugar quiere cita ( aqui poner liga lugares disponibles momento presentarse minutos anticipacion presentar siguientes documentos cuales desconozco pueda proporcionar presentar comprobante pago ( poner liga preciosy liga lugares pagar formato imprimirlo imagino puede hacer banco tercera edad documento debo presentar original copia ambos etcetc pasaporte primera vez ser mas claro llevarlo mano ( prueba tontos,2016-02-23,claro renuevo pasaporte dice papeles debo llevar dice pago telefono citas saben hace incrible dice sr juan ramirez debo hablar atencion ciudadana sre telefono grabadora dice numero existe,ser claros segun deberia decir hacer cita telefonica mano curp correo electronico reciban datos cita definido lugar quiere cita ( aqui poner liga lugares disponibles momento presentarse minutos anticipacion presentar siguientes documentos cuales desconozco pueda proporcionar presentar comprobante pago ( poner liga preciosy liga lugares pagar formato imprimirlo imagino puede hacer banco tercera edad documento debo presentar original copia ambos etcetc pasaporte primera vez ser mas claro llevarlo mano ( prueba tontos,renew passport claro says papers take dice payment phone appointments know nothing makes incrible se says mr juan ramirez talk citizen sre phone recorder says number exist,clear say appointment telefonica hand curp mail received data appointment defined place want one quote ( put league places available el presented time minutes following documents know providing filing proof payment ( put league prices league places pay format print guess bank elderly document filing original copy etcetc passport first time clear take one hand ( foolproof,SRE,03,002
