Ficha,Homoclave
RAN1413,SEDATU-04-018
IMSS807,IMSS-03-002-C
RAN1427,SEDATU-04-024
SHCP1752,SHCP-02-100
SENEAM5290,SENEAM-01-001
IMSS805,IMSS-03-002-A
ISSSTE477,ISSSTE-05-008-B
APIMAN4793,APIMAN-00-005
SEGOB2761,SGOB-08-002
SEGOB2763,SGOB-08-003
SENEAM5291,SENEAM-01-002
RAN1429,SEDATU-04-026
INC4852,INC-00-007
ISSSTE479,ISSSTE-05-008-D
APIMAN4792,APIMAN-00-004
CONAGUA2584,CONAGUA-01-018
SHCP1758,SHCP-02-103
ISSSTE852,ISSSTE-06-001-E
ISSSTE815,ISSSTE-06-005-C
ISSSTE867,ISSSTE-06-011-B
SEGOB2760,SGOB-08-001-B
SEGOB2767,SGOB-08-004-B
INM823,INM-03-010-B
ISSSTE854,ISSSTE-06-001-G
ISSSTE855,ISSSTE-06-001-H
INFONAVIT580,INFONAVIT-00-067
ISSSTE874,ISSSTE-06-011-I
ISSSTE875,ISSSTE-06-011-J
SEMAR4846,SEMAR-05-028-C
SHCP1754,SHCP-02-101
SAT2257,SAT-06-011
ISSSTE497,ISSSTE-06-012-A
CNSNS1889,CNSN-00-002-A
CONACULTA4642,INDAUTOR-00-014-C
CNP3116,PROSPERA-00-011-B
SHCP1755,SHCP-02-102
INFONAVIT2437,INFONAVIT-00-014
INM825,INM-03-010-D
SEGOB2892,SGOB-08-010
CNP2490,PROSPERA-00-001
CNP2493,PROSPERA-00-010-B
SHCP1759,SHCP-02-106
INM73,INM-03-011
SENEAM5292,SENEAM-02-001
SENEAM5293,SENEAM-02-002
413700,SEP-25-002-B
SHCP1760,SHCP-02-107
CONAGUA2586,CONAGUA-02-002
CNSF4931,CNSF-13-055-A
CNSF4940,CNSF-13-055-D
SEMAR4449,SEMAR-05-022
SHCP1761,SHCP-02-108
INM799,INM-03-005-C
INM802,INM-03-006-C
INM772,INM-03-001
SEMAR4451,SEMAR-05-009-A
SHCP1763,SHCP-02-114
DICONSA1745,DICONSA-00-002
SEMAR4453,SEMAR-05-010
CONUEE2889,CONUEE-00-001-B
CNSF4926,CNSF-13-053-A
CNSF4929,CNSF-13-053-D
CNSF4932,CNSF-13-055-B
CONDUSEF5010,CONDUSEF-00-009
CONDUSEF5009,CONDUSEF-00-008
ASEA5085,ASEA-00-032
CONUEE2890,CONUEE-00-001-C
SEMARNAT907,SEMARNAT-01-004
SEMARNAT904,SEMARNAT-00-001
SEMARNAT913,SEMARNAT-03-005
ASEA5086,ASEA-00-033
INM75,INM-03-013
CNSF4950,CNSF-13-061
COFEPRIS4936,COFEPRIS-01-027
CONAFE2367,CONAFE-00-010-C
CNSF4944,CNSF-13-057-C
CNSF4949,CNSF-13-060
INM616,INM-03-003-C
INM821,INM-03-009-E
COFEPRIS4961,COFEPRIS-05-025-A
COFEPRIS4938,COFEPRIS-02-001-B
COFEPRIS4959,COFEPRIS-02-002-C
CNSF4956,CNSF-13-063-B
COFEPRIS4939,COFEPRIS-02-001-C
SEMARNAT1493,SEMARNAT-03-048
INM629,INM-03-003-E
CNSF4955,CNSF-13-063-A
COFEPRIS4957,COFEPRIS-02-002-A
INM630,INM-03-003-F
INM792,INM-03-002-D
COFEPRIS4962,COFEPRIS-05-025-B
INM619,INM-03-003-D
CNSF4924,CNSF-13-052-D
CNSF4941,CNSF-13-056
COFEPRIS4958,COFEPRIS-02-002-B
INM820,INM-03-009-D
INM811,INM-03-009-A
INM819,INM-03-009-C
COFEPRIS4963,COFEPRIS-05-025-C
INM278,INM-03-008
INM822,INM-03-010-A
CONAFE2368,CONAFE-00-011
COFEPRIS4966,COFEPRIS-05-026-C
PROFEPA2798,PROFEPA-03-004-D
INM827,INM-03-010-F
COFEPRIS4965,COFEPRIS-05-026-B
INM826,INM-03-010-E
INM607,INM-03-003-A
INM795,INM-03-005-A
SGM2738,SGM-00-006
INM812,INM-03-009-B
COFEPRIS4969,COFEPRIS-05-027-C
SENEAM5297,SENEAM-04-002
LICONSA1469,LICONSA-00-001
INM632,INM-03-004-A
COFEPRIS4935,COFEPRIS-01-022-B
COFEPRIS4968,COFEPRIS-05-027-B
INM631,INM-03-003-G
COFEPRIS4976,COFEPRIS-05-085
COFEPRIS4984,COFEPRIS-06-019
SENEAM5298,SENEAM-04-003
INM609,INM-03-003-B
COFEPRIS4975,COFEPRIS-05-039
BANSEFI4908,BANSEFI-00-004
CNBV4861,CNBV-07-010-A
SGM2734,SGM-00-001
SGM2735,SGM-00-002
INM791,INM-03-002-A
SENEAM5294,SENEAM-03-001
SENASICA4991,SENASICA-03-013
SGM2736,SGM-00-004
SENASICA4999,SENASICA-04-005
SCT1159,SCT-02-126-A
SGM2737,SGM-00-005
SCT1672,SCT-02-130-A
SCT1673,SCT-02-130-B
Agroasemex4914,AGROASEMEX-00-009
CNBV4881,CNBV-24-001
PROFEPA2754,PROFEPA-03-004-A
SCT1117,SCT-02-113
SCT991,SCT-02-003-A
COFEPRIS4985,COFEPRIS-06-022
SCT1674,SCT-02-130-C
PROFEPA2790,PROFEPA-03-004-C
SEMARNAT1734,SEMARNAT-04-001
CNBV4857,CNBV-07-005-D
SENASICA4996,SENASICA-03-016
SCT1160,SCT-02-126-B
COFEPRIS4979,COFEPRIS-05-088
PROFEPA1746,PROFEPA-03-017-B
IMSS4988,IMSS-04-002-B
SCT1161,SCT-02-126-C
PROFEPA2800,PROFEPA-03-004-E
CNBV4854,CNBV-07-005-A
CNBV4862,CNBV-07-010-B
SCT952,SCT-01-001-D
CONBIOETICA5007,CONBIOETICA-01-001
Agroasemex4918,AGROASEMEX-00-013
CNSF4942,CNSF-13-057-A
CNSF4946,CNSF-13-059
PRODECON1806,PRODECON-00-002
PROFEPA1744,PROFEPA-03-017-A
SCT1015,SCT-02-003-I
CNBV4855,CNBV-07-005-B
CNBV4863,CNBV-07-010-C
CNBV4870,CNBV-07-011-C
SCT992,SCT-02-003-B
CNBV4864,CNBV-07-010-D
CONSAR5057,CONSAR-02-043-D
CIQA5015,CIQA-01-001
SCT995,SCT-02-003-D
CNSF4954,CNSF-13-062-B
SENASICA5004,SENASICA-04-006-C
CONSAR5033,CONSAR-02-009-B
CONBIOETICA5017,CONBIOETICA-01-002
SCT1001,SCT-02-003-F
CNBV4860,CNBV-07-005-G
CNBV4865,CNBV-07-010-E
CNBV4868,CNBV-07-011-A
CNSF4927,CNSF-13-053-B
SCT1011,SCT-02-003-G
CNTS5021,CNTS-01-026
CIQA5018,CIQA-01-004
CONBIOETICA5006,CONBIOETICA-00-001
CNSF4930,CNSF-13-054
CONAGUA5048,CONAGUA-04-001
SCT1012,SCT-02-003-H
COFEPRIS3375,COFEPRIS-04-006-B
SCT997,SCT-02-003-J
PA4883,PA-03-002-B
SAT5058,SAT-06-006
SAT5059,SAT-06-009
SCT1166,SCT-02-006-A
CONBIOETICA5014,CONBIOETICA-00-002
CNTS5022,CNTS-01-027
COFEPRIS3373,COFEPRIS-04-007-A
COFEPRIS3378,COFEPRIS-04-008-B
CONAGUA5047,CONAGUA-03-005
ASEA5089,ASEA-00-035
CONAGUA5045,CONAGUA-03-004-B
CONSAR5050,CONSAR-02-015
COFEPRIS3376,COFEPRIS-04-007-B
CONSAR5054,CONSAR-02-043-B
APITOPO5039,APITOPO-01-003
APITOPO5041,APITOPO-02-002
SCT1167,SCT-02-006-B
COFEPRIS3377,COFEPRIS-04-008-A
CNTS5032,CNTS-02-002
SCT1168,SCT-02-007
COFEPRIS4937,COFEPRIS-02-001-A
SEMARNAT1538,SEMARNAT-03-058-A
APITOPO5036,APITOPO-01-001
SCT1016,SCT-02-008
AFSEDF5030,AFSEDF-06-010
SRE2421,SRE-03-004
AFSEDF5029,AFSEDF-06-009
PROFECO435,PROFECO-03-004
APITOPO5040,APITOPO-02-001
IMSS4987,IMSS-04-002-A
CONAGUA5044,CONAGUA-03-004-A
CONSAR5051,CONSAR-02-016
CONSAR5055,CONSAR-02-043-C
CONSAR5049,CONSAR-02-014
SCT1021,SCT-02-010
SCT1024,SCT-02-017-B
SAT5061,SAT-06-012
SCT1007,SCT-02-017-A
SCT1063,SCT-02-022
CNH4900,CNH-00-027
SCT1170,SCT-02-028-B
CIQA5013,CIQA-00-001
SCT1028,SCT-02-017-C
SCT1045,SCT-02-019-A
CNH4901,CNH-00-028
APITOPO5046,APITOPO-02-004
COFEPRIS4974,COFEPRIS-05-038-C
SCT1042,SCT-02-017-D
COFEPRIS4934,COFEPRIS-01-022-A
CONDUSEF5012,CONDUSEF-00-015
CONAGUA5005,CONAGUA-02-003-A
SCT1014,SCT-02-019-B
SCT1025,SCT-02-020-B
CNH4904,CNH-00-031
APITOPO5037,APITOPO-01-002
COFEPRIS4972,COFEPRIS-05-038-B
SCT1058,SCT-02-021-A
SCT1061,SCT-02-021-B
PA4882,PA-03-001-B
COFEPRIS4970,COFEPRIS-05-028
SCT1065,SCT-02-025-A
SCT1340,SCT-02-025-C
SCT1341,SCT-02-025-D
SCT1344,SCT-02-025-H
SCT1342,SCT-02-025-E
SCT1433,SCT-02-025-G
SAT5063,SAT-06-014
CNH4903,CNH-00-030
COFEPRIS4964,COFEPRIS-05-026-A
SCT1343,SCT-02-025-F
APITOPO5043,APITOPO-02-003
CONDUSEF5064,CONDUSEF-00-016
SAE4851,SAE-01-011
SCT1360,SCT-02-025-I
CONSAR5052,CONSAR-02-032
CAAD5066,CAAD-00-001
PRODECON1811,PRODECON-00-003
SCT1169,SCT-02-028-A
PRODECON2635,PRODECON-00-004
CNTS2002,CNTS-01-003-A
SCT1366,SCT-02-028-H
COFEPRIS4960,COFEPRIS-02-002-D
SCT1362,SCT-02-028-D
IMSS209,IMSS-02-066-K
SCT1361,SCT-02-028-C
ISSFAM5069,ISSFAM-02-004
COFEPRIS4971,COFEPRIS-05-029
SCT1365,SCT-02-028-G
FONHAPO81,FONHAPO-03-001
SRE112,SRE-03-002
SCT1363,SCT-02-028-E
CAAD5067,CAAD-00-002
SEMARNAT1533,SEMARNAT-03-055
IMSS163,IMSS-02-007
SCT1364,SCT-02-028-F
CONDUSEF5026,CONDUSEF-00-017
ISSFAM5070,ISSFAM-02-005-B
SCT1367,SCT-02-028-I
CONAGUA5035,CONAGUA-02-003-B
SCT1369,SCT-02-028-J
INDAUTOR5074,INDAUTOR-00-018
IMSS4990,IMSS-04-002-C
SCT1371,SCT-02-036-A
SCT1156,SCT-02-041
INDAUTOR5073,INDAUTOR-00-017
SCT1068,SCT-02-035
SCT1145,SCT-02-036-F
ASEA5090,ASEA-00-036
SCT1151,SCT-02-037
ISSSTE505,ISSSTE-03-001
SCT1434,SCT-02-036-B
SCT1137,SCT-02-036-D
CAAD5068,CAAD-00-003
SCT1139,SCT-02-078
SCT1372,SCT-02-036-C
SEMARNAT1535,SEMARNAT-03-056-A
SCT1122,SCT-02-062
SENASICA5003,SENASICA-04-006-B
SCT1144,SCT-02-036-E
ASEA5087,ASEA-00-034
SAT5099,SAT-04-050
INDAUTOR5075,INDAUTOR-00-016
SCT1074,SCT-02-054
IMSS154,IMSS-01-006-B
SCT1148,SCT-02-036-H
CNTS5023,CNTS-01-028
SCT1157,SCT-02-043-B
SAT5088,SAT-06-019
SAT5100,SAT-06-023
SCT1149,SCT-02-036-I
IMSS153,IMSS-01-006-A
AFSEDF5065,AFSEDF-06-011
SCT1118,SCT-02-061-B
CNTS5019,CNTS-01-024
SCT1163,SCT-02-043-A
SCT1126,SCT-02-063-D
SCT1136,SCT-02-067-B
CNTS5020,CNTS-01-025
SCT1073,SCT-02-044
SENASICA4993,SENASICA-03-015
SCT1104,SCT-02-079
ISSFAM5072,ISSFAM-02-007
CNTS5031,CNTS-02-001
INDAUTOR5076,INDAUTOR-00-019
SCT1082,SCT-02-061-A
RAN1916,SEDATU-04-030
RAN1942,SEDATU-04-043
SCT1153,SCT-02-038-A
ISSFAM5071,ISSFAM-02-006
IMSS155,IMSS-01-006-C
IMSS214,IMSS-02-066-M
SEMARNAT1537,SEMARNAT-03-057
SCT1173,SCT-02-051
SCT1116,SCT-02-053
CENAM1002,CENAM-00-004
SCT1610,SCT-02-084-H
FONART909,FONART-01-001
IMSS157,IMSS-01-006-D
SCT1120,SCT-02-061-D
SCT1124,SCT-02-063-B
SAT5104,SAT-06-027
CNANP5138,CNANP-00-001
SCT1119,SCT-02-061-C
SAP4995,SAP-00-008
IMSS599,IMSS-02-020-B
SCT1121,SCT-02-061-E
SAP5000,SAP-00-010
SCT1133,SCT-02-063-J
SCT1613,SCT-02-084-J
RAN2334,SEDATU-04-046
SAP4997,SAP-00-009
SCT1129,SCT-02-063-G
SCT1135,SCT-02-067-A
CONAFE2352,CONAFE-00-003
SCT1127,SCT-02-063-E
SCT1128,SCT-02-063-F
SAT5093,SAT-06-029
SCT1606,SCT-02-084-F
SAT5097,SAT-04-037
SCT1130,SCT-02-063-H
SCT1134,SCT-02-063-K
SCT1598,SCT-02-084-C
RAN1930,SEDATU-04-039
RAN2336,SEDATU-04-048
SCT1138,SCT-02-069
SCT1615,SCT-02-096-A
SCT1641,SCT-02-096-B
RAN1431,SEDATU-04-028
SCT1214,SCT-02-080
SCT1165,SCT-02-084-B
IMSS182,IMSS-02-066-C
RAN1432,SEDATU-04-029
SCT1164,SCT-02-084-A
IMSS184,IMSS-02-066-D
SAT5080,SAT-06-020
INNN5107,INNN-01-001
SEGOB1517,SGOB-01-015-A
SCT1603,SCT-02-084-D
SCT1609,SCT-02-084-G
INNN5105,INNN-00-001
SAT5091,SAT-06-022
SCT1614,SCT-02-087
SCT1110,SCT-02-102-A
SAT5102,SAT-06-023
INNN5106,INNN-00-002
SAT5084,SAT-06-021
SCT1664,SCT-02-096-D
SCT1111,SCT-02-100
RAN1933,SEDATU-04-040
CNH5114,CNH-02-012
RAN1929,SEDATU-04-038
RAN1938,SEDATU-04-041
SAT5060,SAT-06-010
SAT5062,SAT-06-013
CNBV2147,CNBV-12-024-C
SCT1670,SCT-02-097
SAT5098,SAT-04-042
RAN2347,SEDATU-04-056
IMSS210,IMSS-02-066-J
SRE2430,SRE-03-007-B
SCT1112,SCT-02-102-B
RAN1430,SEDATU-04-027
RAN1918,SEDATU-04-032
RAN1927,SEDATU-04-037
IMSS215,IMSS-02-066-N
RAN2348,SEDATU-04-057
SRE2426,SRE-03-007-B
SAT4913,SAT-04-047
RAN2340,SEDATU-04-051
CONDUSEF5109,CONDUSEF-00-012
SRE2424,SRE-03-006-B
SAT5103,SAT-06-025
RAN2341,SEDATU-04-052
SRE117,SRE-03-006-A
SEMARNAT922,SEMARNAT-04-011
INAES5288,SEDESOL-30-001-D
RAN2332,SEDATU-04-045
SAT5095,SAT-08-002
IMJUVE917,IMJ-00-002
SRE144,SRE-03-007-A
SAT5096,SAT-08-005
SRE2428,SRE-03-007-B
SEMARNAT1728,SEMARNAT-03-060-A
Entidades5311,PUE-SFA-03-T022
CNTS5024,CNTS-01-029
SRE2423,SRE-03-006-A
CNH5113,CNH-00-036
ISSFAM5213,ISSFAM-02-008-A
CONAPESCA2280,CONAPESCA-01-001
IMER1895,IMER-01-002
SE659,SE-03-057-C
SE1271,SE-03-027-C
CNANP5140,CNANP-00-003
CNBV2144,CNBV-12-001-D
CNBV2146,CNBV-12-024-B
CONDUSEF2536,CONDUSEF-00-014-A
CONDUSEF2655,CONDUSEF-00-014-G
CNBV2872,CNBV-12-001-F
SENER1226,SENER-07-001
IMER1898,IMER-01-003
SENER1510,SENER-09-001
CNBV2150,CNBV-19-002-C
CNANP5144,CNANP-00-005-B
SRE150,SRE-03-009-A
SRE2420,SRE-03-004
SENER1220,SENER-03-001
SRE146,SRE-03-007-C
SEMARNAT1727,SEMARNAT-03-059
Entidades5314,PUE-SFA-04-T031-A
JFCA5277,JFCA-01-001
SENER1225,SENER-03-002
SAT3106,SAT-09-007
SE720,SE-03-084-A
CNANP5143,CNANP-00-005-A
SENER1235,SENER-07-003
SE705,SE-03-059
SE662,SE-03-057-E
SEGOB1518,SGOB-01-015-B
SENER1509,SENER-07-007
IMER1902,IMER-01-006
SE670,SE-03-057-H
SEMARNAT279,SEMARNAT-07-021
SE680,SE-03-057-U
SENER2894,SENER-10-001
SE657,SE-03-035
CNANP5146,CNANP-00-008
SRE149,SRE-03-008-B
SENER3122,SENER-10-002
SE796,SE-03-057-N
SE697,SE-03-058-B
SE682,SE-03-057-V
INAPAM2205,INAPAM-01-003
SENER2895,SENER-10-003
SE1255,SE-03-042-B
SEDENA1051,SEDENA-02-052
SE663,SE-03-057-F
SE673,SE-03-057-K
SE658,SE-03-057-A
SE676,SE-03-057-P
SE677,SE-03-057-Q
SE655,SE-03-033-A
SE1267,SE-03-023
SE721,SE-03-084-B
COFEPRIS702,COFEPRIS-01-015-B
CNANP5145,CNANP-00-007
SE661,SE-03-057-D
SE1269,SE-03-027-A
SE706,SE-03-060
SRE118,SRE-03-006-C
COFEPRIS385,COFEPRIS-01-018
SRE2425,SRE-03-006-B
CRE5302,CNH-00-033
Entidades5309,MER-CAT-021
SEDENA1053,SEDENA-02-053
SEP552,SEP-23-004
SEP984,SEP-01-010
SEP527,SEP-23-002-B
SEP550,SEP-23-003-F
SEP1771,SEP-08-042
SEP986,SEP-01-012
26177,SEP-01-031-A
SEP537,SEP-23-002-E
SEP983,SEP-01-009
SEP977,SEP-01-005
SEP549,SEP-23-003-E
396169,SEP-23-005-A
SEP332,SEP-13-001-B
26543,SEP-01-031-B
SEP517,SEP-23-002-A
SEP542,SEP-23-003-C
24716,SEP-01-027-A
SEP341,SEP-13-002
SEP540,SEP-23-003-A
SEP1005,SEP-00-006
SEP1513,SEP-01-035-A
SEP330,SEP-13-001-A
SEP1008,SEP-02-001
SEP1663,SEP-01-042-A
SEP1857,SEP-09-003
177753,SEP-11-006
SEP538,SEP-23-002-F
67085,SEP-09-018-B
SEMAR4392,SEMAR-05-004-C
SEP971,SEP-01-002
397630,SEP-23-005-D
398360,SEP-23-005-F
SEP988,SEP-00-003
CONDUSEF5172,CONDUSEF-03-002
SEP1645,SEP-01-024
415161,SEP-25-008
SEP1059,SEP-01-033-A
CONDUSEF5169,CONDUSEF-03-001
CNBV5176,CNBV-09-023-C
SEP1680,SEP-01-042-B
SEP1851,SEP-09-002
65259,SEP-09-018-A
SEP1511,SEP-01-029-B
68546,SEP-11-005
SEP1077,SEP-01-034-A
61607,SEP-09-017-B
CONDUSEF5168,CONDUSEF-01-003
SEMAR4390,SEMAR-05-004-A
SEP1658,SEP-01-041-A
SEMAR4418,SEMAR-05-018-F
62337,SEP-09-017-C
67816,SEP-09-018-C
179945,SEP-11-007
181771,SEP-11-008
SEMAR4387,SEMAR-05-001
SRE151,SRE-03-009-B
SEP1010,SEP-01-034-B
INAES1458,SEDESOL-30-002-E
CNH2579,CNH-00-003
SEMAR4444,SEMAR-05-018-I
CNBV5181,CNBV-19-024-A
CNBV5177,CNBV-19-001-A
CONDUSEF5175,CONDUSEF-05-001
SEMAR4405,SEMAR-05-026-A
SEMAR4412,SEMAR-05-017-E
SEMAR4460,SEMAR-05-018-H
CNBV5195,CNBV-28-012
SEMAR4421,SCT-07-039-I
SRE114,SRE-03-004
CNSF5197,CNSF-13-064-A
SEP1261,SEP-01-036
ISSSTE504,ISSSTE-02-002
CNSF5205,CNSF-14-004-A
INAES1444,SEDESOL-30-001-A
SEMAR4404,SEMAR-05-025-A
SEMARNAT219,SEMARNAT-01-001
INAES1449,SEDESOL-30-001-C
SRE147,SRE-03-007-D
SEMAR4465,SEMAR-05-019
INAES1452,SEDESOL-30-002-A
SEMAR4403,SEMAR-05-005
SEMAR4408,SEMAR-05-017-A
CNH2577,CNH-00-002
INAES1455,SEDESOL-30-002-B
CNBV5191,CNBV-28-005
SEMAR4410,SEMAR-05-017-C
SEMAR4448,SEMAR-05-021
CNBV5196,CNBV-28-013-A
ISSSTE816,ISSSTE-06-005-D
CNBV5192,CNBV-28-007
SEMAR4411,SEMAR-05-017-D
SENEAM5295,SENEAM-03-002
SENEAM5296,SENEAM-04-001
SEP1681,SEP-04-002-A
SEMAR4388,SEMAR-05-002
SEMAR4428,SEMAR-05-027-B
SEMAR4446,SEMAR-05-036
SEMAR4455,SEMAR-05-012
PROFEDET5274,PROFEDET-00-004
SEP1770,SEP-08-050
CNBV5193,CNBV-28-010
SEMAR4391,SEMAR-05-004-B
Entidades5312,PUE-SGG-01-T001
SEMARNAT920,SEMARNAT-04-010
SEP1778,SEP-09-001
SEMAR4424,SEMAR-05-041
SEMAR4440,SEMAR-05-033-A
SEMAR4848,SEMAR-05-025-C
SEP1686,SEP-08-033-A
SEMAR4395,SEMAR-05-004-E
SEMAR4425,SEMAR-05-040
SEMAR4466,SEMAR-05-026-B
CNH2596,CNH-00-006
SEMAR4389,SEMAR-05-003
SEMAR4393,SEMAR-05-004-D
SEMAR4409,SEMAR-05-017-B
CNH2594,CNH-00-004
SEMAR4433,SEMAR-05-028-B
SEMAR4406,SEMAR-05-006
SEMAR4430,SEMAR-05-028-D
SEMAR4459,SEMAR-05-016
SEMARNAT924,SEMARNAT-04-012
JFCA5276,JFCA-00-001
SEMAR4415,SEMAR-05-018-C
SEMAR4419,SEMAR-05-018-G
SEMAR4434,SEMAR-05-029
SEMAR4458,SEMAR-05-015
SEMAR4845,SEMAR-05-024
RENAPO187,RC-00-001
CNSF5203,CNSF-14-002-B
SESNSP5126,SESNSP-00-014-B
SEMAR4423,SEMAR-05-007-B
SEMAR4426,SEMAR-05-023
CNSF5206,CNSF-14-004-B
SAGARPA897,SAGARPA-02-003
SEMAR4441,SEMAR-05-033-B
SEMAR4450,SEMAR-05-020
ISSFAM5300,ISSFAM-02-010-A
SAGARPA1193,SAGARPA-02-008
Entidades5324,PUE-SEGGOB-002
SEMAR4445,SEMAR-05-035
SEMAR4447,SEMAR-05-039
CNH2595,CNH-00-005
SAGARPA898,SAGARPA-02-004-A
JFCA5278,JFCA-02-001
SCT2923,SEMAR-05-007-A
CNSF5198,CNSF-13-065
CNSF5199,CNSF-14-001-A
CNSF5204,CNSF-14-003
PROFEDET5275,PROFEDET-00-006
SAGARPA900,SAGARPA-02-005
SESNSP5125,SESNSP-00-012-C
FND419,FN-04-007-B
PROMEXICO249,PROMEXICO-00-011
CNBV2154,CNBV-19-018-B
CONAPESCA2474,CONAPESCA-01-041-B
IMSS404,IMSS-02-019-B
CENATRA1586,CNTRA-01-008
SCT1487,SCT-03-006-A
CONDUSEF1563,CONDUSEF-00-001
IMSS762,IMSS-02-019-A
SCT2453,SCT-07-039-G
SCT2930,SCT-07-066
STPS446,STPS-03-009
CNBV2160,CNBV-19-018-H
PROMEXICO231,PROMEXICO-00-008
PROMEXICO251,PROMEXICO-00-017
SAGARPA3009,SAGARPA-16-017-B
SE2839,SE-10-016
IMSS140,Nuevo consejo
SAT788,SAT-02-018
SRE115,SRE-03-005
SCT2729,SCT-07-021-B
SCT2077,SCT-07-029
PROMEXICO257,PROMEXICO-00-026
CNP835,PROSPERA-00-021
PGR217,PGR-07-001
CNP836,PROSPERA-00-020
CNP840,PROSPERA-00-014
CNP841,PROSPERA-00-016-B
CNP839,PROSPERA-00-017-A
SAT266,SAT-01-021
SCT2452,SCT-07-039-H
STPS447,STPS-06-005
INDAABIN1562,INDAABIN-02-010-B
PROMEXICO244,PROMEXICO-00-010
FND418,FN-04-007-A
INADEM1642,INADEM-00-023
SEDESOL1791,SEDESOL-10-031-D
CDI449,CDI-01-019-B
SAT760,SAT-07-004
SAT754,SAT-02-011
CONDUSEF2651,CONDUSEF-00-014-D
SAGARPA2837,SAGARPA-16-016-C
INDAABIN1559,INDAABIN-05-012
CDI33,CDI-01-016-B
SAT271,SAT-01-039
SAT130,SAT-01-030
SAT306,SAT-01-071
CNBV2161,CNBV-19-018-K
SCT2932,SCT-07-069
SAT298,SAT-01-059
SRE1913,SRE-02-010-A
SAT277,SAT-01-043
SAT286,SAT-01-049
SAT152,SAT-01-037
SAT135,SAT-01-060
SAT334,SAT-01-072
CNP833,PROSPERA-00-022
CDI448,CDI-01-019-A
CDI450,CDI-01-019-C
SEDESOL1788,SEDESOL-10-022
INADEM1640,INADEM-00-022
SAGARPA1524,SAGARPA-04-030
FND1714,FN-04-014-B
CNBV2159,CNBV-19-018-G
FND1717,FN-04-009-B
SCT2074,SCT-07-026
PGR936,PGR-01-001
CNBV2153,CNBV-19-018-A
CDI32,CDI-01-016-A
CNBV2158,CNBV-19-018-F
FND1716,FN-04-009-A
SAGARPA1577,SAGARPA-04-037
FND1718,FN-04-012
FND1715,FN-04-014-A
CDI1030,CDI-01-009-A
SHCP2559,SHCP-02-141
PGR56,PGR-03-001
SE1885,SE-06-039
IMSS764,IMSS-02-020-A
SE1625,SE-06-037
CNBV2155,CNBV-19-018-C
CONDUSEF2653,CONDUSEF-00-014-F
SAT3674,SAT-00-declaraciÃ³n anual
SCT2519,SCT-07-058
SCT998,CAPUFE-01-002
SCT2455,SCT-07-052-C
SCT2284,SCT-07-060-C
INDAABIN1557,INDAABIN-05-010
INDAABIN1558,INDAABIN-05-011
SCT2071,SCT-07-018
SRE1914,SRE-02-010-B
SCT2521,SCT-07-056
CNH1899,CNH-02-010
PROMEXICO470,PROMEXICO-00-018
PROMEXICO254,PROMEXICO-00-021
SCT2260,SCT-07-036-D
SCT2069,SCT-07-017
SCT2727,SCT-07-019
SCT2076,SCT-07-028
STPS2950,STPS-07-002
SCT2732,SCT-07-021-D
SCT2917,SCT-07-021-E
SCT2251,SCT-07-024
SCT2454,SCT-07-039-F
SCT2253,SCT-07-036-A
SCT2072,SCT-07-022
AFSEDF3017,AFSEDF-03-057
SE3020,SE-12-018
SCT2925,SCT-07-043
SE3023,SE-12-019-B
SCT2258,SCT-07-036-B
SCT2259,SCT-07-036-C
SCT2262,SCT-07-039-A
SCT2918,SCT-07-036-E
SCT2263,SCT-07-039-B
SCT2291,SCT-07-039-D
SCT2264,SCT-07-039-C
SAGARPA2836,SAGARPA-16-016-B
AFSEDF1313,AFSEDF-03-055
SCT2073,SCT-07-023
SCT2265,SCT-07-039-E
SCT2920,SCT-07-040
SAGARPA1575,SAGARPA-04-035-A
SCT2924,SCT-07-041-D
SCT2274,SCT-07-046-E
SCT2267,SCT-07-044
SCT2926,SCT-07-045-A
SCT2931,SCT-07-068
SCT2927,SCT-07-045-B
SCT2268,SCT-07-045-C
SCT2269,SCT-07-046-A
SE711,SE-03-075-A
SCT2270,SCT-07-046-B
SCT2271,SCT-07-046-C
SCT2272,SCT-07-046-D
SCT2457,SCT-07-050-A
SCT2458,SCT-07-050-B
SCT2276,SCT-07-051-A
SCT2929,SCT-07-052-B
SCT2277,SCT-07-054-A
SCT2278,SCT-07-054-B
SCT2520,SCT-07-057
SCT2518,SCT-07-059
SCT2266,SCT-07-042
SCT2281,SCT-07-060-A
SCT2933,SCT-07-070
SCT2285,SCT-07-060-B
SCT2287,SCT-07-060-D
SCT2525,SCT-07-061
SAT2316,SAT-08-074
SCT2935,SCT-07-072
SCT2530,SCT-07-067
CNBV2156,CNBV-19-018-D
SCT2728,SCT-07-021-A
SAT2322,SAT-08-048
SCT1442,SCT-03-006-B
SE2132,SE-07-023
SEDESOL1792,SEDESOL-10-032-B
ISSFAM3718,ISSFAM-01-002-C
ISSFAM3726,ISSFAM-01-002-D
SCT1098,SCT-02-076
CRE2419,CRE-05-012
CRE2407,CRE-05-007
CRE2418,CRE-05-011
SCT2275,SCT-07-046-F
SCT2456,SEMAR-05-034
SEMAR4436,SCT-07-046-F
SCT2730,SCT-07-021-C
FONHAPO3095,FONHAPO-00-004
FONHAPO3096,FONHAPO-00-005
SAGARPA1730,SAGARPA-18-001
SAGARPA3011,SAGARPA-17-001
SAGARPA1723,SAGARPA-16-002-G
