Encuesta,Ficha,Homoclave,1.1 ¿Te parece útil esta información?,1.2 ¿Consideras que falta información?,1.3 ¿Qué información crees que falta?,1.4 ¿Qué podemos mejorar?,Fecha
3812,SRE113,SRE-03-003,Sí,Sí,Un numero para agendar citas que este disponible. Y el link para agendar citas por internet,"Agilizar el tramite de pasaportes, y responder a las llamadas telefonicas y no solo desconectar la linea telefonica sin dar al menos un aviso",2016-03-16
3842,INM824,INM-03-010-C,Sí,Sí,"indicar  de una vez que debemos hacer los dos pagos para el tramite 
Sugiero que especifiquen el punto  ""COMPROBANTE DE PAGO"" 

1.- de recepciÐ“Ñ–n de documentos  y estudio  de solicitud.
2.- el pago del tramite que solicitamos es decir, en mi caso ,  el de cambio de condiciÐ“Ñ–n de temporal estudiante  a temporal por vinculo familiar, situaciÐ“Ñ–n que entro en vigor desde  enero de este aÐ“Â±o , y esta  bien solo que no nos informan en el momento que se pregunta por telÐ“Â©fono  o en informes y quedamos sin prever dicho pago.  

2.--  NO INDICA COMO REQUISITO LO DE LAS FOTOS 
ESO HACE PENSAR QUE PODRÐ“ÐŒAN SER DIGITALES Y QUE USTEDES LAS REALICEN , PERO ESO AUN ESTA VIGENTE 2 DE FRENTE Y 1 PERFIL DERECHO, ESO SIGNIFICA OTRA VUELTA A MIGRACION SOLO A DEJAR FOTOS. 


GRACIAS !!",OJALA Y PUEDAN LEER MI SUGERENCIA,2016-03-16
3843,SRE160,SRE-03-016,Sí,No,,Realizar el tramite Online,2016-03-16
3813,SRE113,SRE-03-003,No,Sí,BUEN DÐ“ÐŒA EN LA INFORMACIÐ“â€œN QUE DAN PARA RENOVAR EL PASAPORTE DONDE INDICAN LO DE LAS FOTOGRAFÐ“ÐŒAS ES CORRECTO PERO,ADELANTE DICEN COPIAS FOTOSTATICAS EN BLANCO Y NEGRO EN LA MISMA HOJA NO DICEN DE QUE DOCUMENTOS  QUIEREN Y TAMBIEN CREO QUE DEBE DE SER MAS AMENA LA PAGINA YA QUE QUIERE UNO SOLICITARLA FECHA DE ATENCIÐ“â€œN Y NO ES MUY FACIL CREO QUE DEBEN DE PONER UN VINCULO MAS SENCILLO,2016-03-16
3853,SRE113,SRE-03-003,No,Sí,El vinculo a los formatos de pago y el vinculo para realizar la cita para el tramite.,agregar losvinculos,2016-03-16
3846,SRE117,SRE-03-006-A,No,Sí,SI SE PUEDE SACAR EL PASAPORTE A UN MENOR DE EDAD POR 10 AÐ“â€˜OS.,"SACAR UNA CITA ES MUY TARDADO.  TENGO 3 DIAS TRATANDO DE COMUNICARME Y NO HE PODIDO, ENTIENDO QUE HAYA MUCHA GENTE QUE SE QUIERE COMUNICAR, PERO ANTIGUAMENTE CUANDO UNO ACUDIA A LA OFICINA QUE LE CORRESPONDIERA O PUDIERA IR, ERA MUY AMIGABLE EL SACAR UN PASAPORTE.  HOY EN DIA ES DESESOERANTE. ADEMAS TIENE UNO QUE ESTAR SUJETO A LA CITA QUE LE DAN Y NO SIEMPRE ES PROGRAMABLE EL TRABAJO PARA COINCIDIR CON ELLA, EN CAMBIO ANTES UNO PROGRAMABA SU TIEPO PARA ORGANIZARSE Y PODER IR A SACARLO.   MUY DESEPCIONANTE EL CAMBIO.",2016-03-16
3855,SRE117,SRE-03-006-A,Sí,Sí,"buen dГ­a acudГ­ a sacar un pasaporte en la delegaciГіn de Naucalpan y la seГ±orita que me atendiГі me pidiГі copia de mi certificado de secundaria, cosa que no esta dentro de los documentos que se enlista, los pasaportes son para mis hijos menores de edad, me identifique junto con mi esposa con la credencial para botar (INE) y con mi credencial de SEDENA y aun asi me pidiГі mis certificado, no se si no leo bien o le hace falta capacitaciГіn al personal que labora en esa secretaria, gracias por la atenciГіn. 
Lic. Angel Rivera PeГ±a, correo anyelo603@hotmail.com",que pongan la documentaciГіn que se requiere bien especificada,2016-03-16
3851,SFP54,SFP-04-001,Sí,Sí,"EL NUMERO DE TELEFONO DE LAS DELEGACIONES, ADEMAS DE QUE EL NUMERO DE TELEFONO PARA HACER CITAS ESTA FUERA DE SERVICIO Y NO DAN OTRA OPCION PARA PODER AGENDARLA.","HE INTENTADO TRAMITAR MI PASAPORTE POR PRIMERA VEZ PERO EL NUMERO DE TELEFONO PARA AGENDAR LA CITA ESTA FUERA DE SERVICIO, Y EN LOS DATOS DE LAS DELEGACIONES APARECE LA DIRECCION PERO NO UN NUMERO DE TELEFONO, LA DELEGACION NO ESTA EN MI CIUDAD Y TENGO ENTENDIDO QUE EL TRAMITE SE SOLO SE ATIENDE POR CITA, ME PARECE MUY INNECESARIO QUE TENGA QUE IR A OTRA CIUDAD PARA PEDIR LA INFORMACION YA QUE NO SE ME VA A ATENDER EL TRAMITE  Y DESPUES TENGA QUE VOLVER A IR PARA QUE SE ME ATIENDA .",2016-03-16
3856,STPS585,STPS-04-003,Sí,Sí,"Con respecto al Formato DC-4 y DC-5 que pudiera descargarse, o algГєn link en donde se pudiera encontrar.
Saludos",Que los documentos tenga mejor acceso,2016-03-16
3852,SRE160,SRE-03-016,No,Sí,Que se pueda realizar el tramite por internet. Ya que por telefono es complicado y aqui aparece la informaciÐ“Ñ–n a medias y solo para la Ciudad de MÐ“Â©xico.,Su servicio de atenciÐ“Ñ–n. Hacerlo mÐ“ÐŽs practico.,2016-03-16
3854,SRE113,SRE-03-003,No,Sí,Correo de contacto para obtener una cita,He marcado quiza 50 veces en los  ultimos dias y no he podido comunicarme para sacar una cita. Porque?,2016-03-16
3856,INM799,INM-03-005-C,Sí,Sí,"los ignorantes de los empleados siguen pidiendo un papel con nombre que diga ""constancia de inscripciÐ“Ñ–n"", no existe en la pagina del SAT ese documento, se les ha llevado cedula, constancia de situaciÐ“Ñ–n  y no entienden que cualquier papel oficial emitido y timbrado por
por el SAT  es una ""constancia"" de inscripciÐ“Ñ–n al SAT??? y POR ESO NO HACEN EL TRAMITE!!!",por favor hagan algoÐ’ÐŽÐ’ÐŽ,2016-03-16
3848,ISSSTE856,ISSSTE-06-001-I,No,Sí,que dan un numero de folio y ni siquiera dan la informacion de donde hay que meter ese folio para obtener la informacion,todo hasta tu mal servicio medico,2016-03-16
3849,SRE113,SRE-03-003,Sí,Sí,informacion sobre transgenero como renovar el pasaporte,poner informacion para personas por cambio de identidad de genero,2016-03-16
3859,SRE113,SRE-03-003,Sí,Sí,"La pГЎgina de mi oficina de enlace, me envГ­a a este sitio para tramitar una cita y no veo en banner para tramitar la cita por Internet, agradecerГ­a que se agregara un enlace o una pestaГ±a que redireccionara a ese sitio.",Insertar Liga para citas por internet,2016-03-16
3858,SRE117,SRE-03-006-A,No,Sí,"el telefono 01 800 no funciona , trate de marcar  varias veces desde mi celular y de otro telefonos y en todos los casos me comunico que esta fuera de servicio",acceso a citas por internet,2016-03-16
3860,ISSSTE569,ISSSTE-05-006-C,No,Sí,"Incorporar que los requisitos estan sujetos a las condiciones que establece cada clГ­nica donde se quiera realizar el trГЎmite, ya que en Texcoco no aceptan el Escrito libre del trabajador declarando bajo protesta de decir verdad y piden que acudas a otra dependencia municipan para sacar dicho escrito y ademГЎs te cobran por el trГЎmite. AdemГЎs se seГ±ala que los documentos sean en original y en la ventanilla te piden copias.",UnificaciГіn verdadera de la informaciГіn.,2016-03-16
3861,SRE112,SRE-03-002,Sí,No,,"ESTOY TRATANDO DE REGISTRAR UNA CITA EN LГЌNEA CON EL USUARIO alexxferra@gmail.com, ME APARECE EL NUMERO DE FOLIO, CAPTURO DATOS DE MI ACTA DE NACIMIENTO Y DE IDENTIFICACIГ“N OFICIAL Y CUNDO TENGO QUE CAPTURAR MI DOMICILIO EN EL CAMPO ""COLONIA"" NO APARECE NINGUNA OPCIГ“N. AL DEJARLO EN BLANCO NO ME PERMITE CONTINUAR PORQUE DETECTA QUE LA INFORMACIГ“N ES INCOMPLETA.

ME PUEDEN APOYAR?

EL LA LГЌNEA TELEFГ“NICA PARA REGISTRAR CITAS NO CONTESTAN.",2016-03-16
3854,SRE116,SRE-03-006-B,Sí,Sí,Como realizar una cita.,"Citas por Internet, por telÐ“Â©fono es muy tardado y no puedes escoger la fecha y el horario que mas te convenga.",2016-03-16
3818,SRE116,SRE-03-006-B,No,Sí,MEJORAR SU PAGINA ESTA PESIMA PARA SACAR CITAS,PRIMERO CAMBIEN DE PERSONAL SON DESPOTAS PARA CONTESTAR EL TELEFONO,2016-03-16
3862,SRE113,SRE-03-003,No,Sí,"Todo!! No encuentro el sitio para realizar mi cita via internet, ya que los numeros que proporcionan aqui no contestan.","Todo!! No encuentro el sitio para realizar mi cita via internet, ya que los numeros que proporcionan aqui no contestan.",2016-03-16
3857,INM829,INM-03-014,Sí,Sí,Que los empleados del INM son godinez ineptos!,Como pueden pedir en original documentos de los cuales el extranjero puede tener una sola copia!?,2016-03-16
3819,SRE117,SRE-03-006-A,No,Sí,"como demonios me pueden dar una cita, no contestan por telefono, y tampoco lo puedo hacer por internet.","en que sean mas eficientes, fui a las oficinas y tampoco me dieron la cita.",2016-03-16
3858,SEP844,SEP-23-001,No,No,,en poder descargar la informaciÐ“Ñ–n......,2016-03-16
3860,SRE112,SRE-03-002,No,Sí,El trÐ“ÐŽmite de cita paso a paso.,"DeberÐ“Â­an mejorar la plataforma para sacar la cita en lÐ“Â­nea, porque no deja completar la operaciÐ“Ñ–n.",2016-03-16
3821,SRE113,SRE-03-003,No,Sí,"No estÐ“ÐŽ claro quÐ“Â© documentos son necesarios para la renovaciÐ“Ñ–n del pasaporte, Ð“Ñ”nicamente se seÐ“Â±ala el comprobante de pago, sin embargo, no especifica dÐ“Ñ–nde se consigue el formato respectivo. Adicionalmente se menciona ""cita por Internet"" pero tampoco es claro en que parte del portal se encuentra esa opciÐ“Ñ–n.",Estructurar adecuadamente su portal y seÐ“Â±alar claramente en dÐ“Ñ–nde se puede hacer la cita para la renovaciÐ“Ñ–n del pasaporte asÐ“Â­ como la documentaciÐ“Ñ–n necesaria.,2016-03-16
3864,SRE113,SRE-03-003,Sí,No,,La pagina de concertar citas no funciona adecuadamente. Las colonias de Cancun no aparecen y no es posible realizar el registro.,2016-03-17
3861,SAT137,SAT-07-007,Sí,No,,Que el trÐ“ÐŽmite se puede realizar completamente desde internet,2016-03-17
3859,INM799,INM-03-005-C,Sí,Sí,"Que no avisan cuÐ“ÐŽles comprobantes de domicilio sin vÐ“ÐŽlidos para el inm. Asimismo, requieren despuÐ“Â©s una carta del nÐ“Ñ”mero de empleados",Cumplir los plazos mÐ“ÐŽximos de respuesta y dar la informaciÐ“Ñ–n completa desde un inicio.,2016-03-17
3866,SRE112,SRE-03-002,No,No,,Citas por internet y poder visualizar la disponibilidad en las delegaciones y oficinas,2016-03-17
3822,ISSSTE558,ISSSTE-05-007-C,Sí,Sí,la ubicaciÐ“Ñ–n para realizar algunos tramites cambio de residencia,tener acceso por internet para tramites  cambios de unidad medica,2016-03-17
3823,SRE232,SRE-01-031,Sí,No,,"No se puede agendar ninguna cita,por ejemplo en el mes de agosto entro y no me deja seleccionar un dia,una hora y quiero hacer una cita,como le hago?",2016-03-17
3864,SRE113,SRE-03-003,No,Sí,Falta un nÐ“Ñ”mero telefÐ“Ñ–nico en el que si contesten,Nunca contestan el 01800 para citas de pasaporte,2016-03-17
3868,SRE144,SRE-03-007-A,No,Sí,es mucho rollo para realizar el tramite y no hay un enlace para hacer la cita por internet. en verdad nos hace falta mucho como mexicanos. Desquiten su sueldo.,Todo en verdad por q soy una persona q sabe manejar internet pero alguien con poca experiencia olvГ­denlo........,2016-03-17
3861,SFP54,SFP-04-001,No,Sí,"El poder hacer cita telefÐ“Ñ–nicamente LOCAL ya que en Jalisco no se puede y me parece irrisorio el tener que hacerlo mediante el DF. Entiendo que esa decisiÐ“Ñ–n fue con la intenciÐ“Ñ–n de ""mejorar"" el servicio pero la verdad es todo lo contrario, si lo que pretendÐ“Â­an era controlar el que expidieran varios pasaportes con diferente nombre para la misma persona, hay otras formas de controlarlo, no burocratizando un trÐ“ÐŽmite.",No ser tan burocrÐ“ÐŽticos y permitir la solicitud de citas localmente.,2016-03-17
3870,ISSSTE625,FOVISSSTE-00-008,Sí,Sí,Que indique cuales son las Ofinas Centrales  como Nombre y domicilio  de estas,Que los tramites sean mas sencillos y en horario por lo menos de dos dГ­as  en la semana por la tarde para los empleados activos. en virtud de que en  nuestros centros de trabajo no nos otorgan permiso de acudir en la maГ±ana.,2016-03-17
3866,SRE113,SRE-03-003,Sí,Sí,Link para acceder al portal de citas,"Colocar el link al portal de citas, porque resulta muy complicado de ubicar",2016-03-17
3827,SFP54,SFP-04-001,Sí,No,,"Buena tarde; es una incoherencia que ofrezcan ayuda a las mujeres para emprender, si al final de cuentas no dan soluciones. Ayer despuÐ“Â©s de haber hecho todos los trÐ“ÐŽmites correspondientes, me rechazaron en Banregio que porque mis ingresos en mi cuenta bancaria no era mayor a $11,000 mensuales; le explique al Ejecutivo que la razÐ“Ñ–n es porque todos mis clientes me pagan en efectivo y es muy engorroso estar dando vueltas al Banco, cuÐ“ÐŽndo lo que menos tengo es tiempo. Mis ingresos son superiores y si para que me presten $300,000 debo registrar $50,000 mensuales.... Entonces para que quiero un crÐ“Â©dito de esa cantidad !? Es incoherente, no? 
Por favor; me pueden apoyar con este crÐ“Â©dito?   Cabe seÐ“Â±alar que Banamex me puede otorgar crÐ“Â©dito, pero la tasa de interÐ“Â©s ni el plazo me convienen.
Gracias.
Gloria Silva
9982.14.22.64",2016-03-17
3828,SRE113,SRE-03-003,Sí,Sí,Poner telÐ“Â©fonos para llamar en mi oficina de Guadalajara porque en la pÐ“ÐŽgina de ellos hay uno pero no sirve,Tener un telÐ“Â©fono a la vista para poder llamar,2016-03-17
3867,SRE112,SRE-03-002,No,Sí,"NO PUDE HACER EL TRAMITE DE SACAR UNA CITA.
LAS OPCIONES CONFORME VA UNO AVANZANDO ME REGRESAN AL INICIO.
EL 018008010773 DE IGUAL FORMA ES CANSADO Y NO SE LOGRA SACAR LA CITA ATRAVEZ DE ESTE MEDIO
DESESPERANTE",PUES YO CREO QUE SI PUEDEN,2016-03-17
3863,SRE112,SRE-03-002,Sí,No,,"Si, serÐ“Â­a de gran ayuda que se pudiera tramitar la cita vÐ“Â­a internet, o que el servicio de la linea 01 800 fuera mas fluida para responder a las llamadas.
Gracias!",2016-03-17
3864,SRE112,SRE-03-002,No,Sí,"Falta que el menu global de la pagina del gobierno de mÐ“Â©xico este mas accesible, todo parece estar bien pero al momento de buscar no es nada practico, les sugiero que soloquen menus hacia cada subdominio de cada dependencia de gobierno para facilitar las busquedas, y otra cosa no encuentro en ningun lado la forma de agendar cita por internet para pasaporte",Lo comentado anteriormente,2016-03-17
3868,SRE113,SRE-03-003,Sí,Sí,"hace falta que den toda la informacion completa 

Donde se realiza el pago
Que documentos llevar
Cuantas fotografÐ“Â­as
TelÐ“Â©fono de contacto
Creo que es conveniente tener un formulario de contacto donde se puedan agendar las citas por internet
El telÐ“Â©fono para hacer una cita no aparece en esta pagina","Mucho

por favor piensen en toda la gente que no tiene acceso diario a internet, si a uno le cuesta trabajo encontrar la informaciÐ“Ñ–n que estoy solicitando solo imaginen a una persona adulta o personas con poco acceso, que no tenga mucho contacto con la tecnologÐ“Â­a....",2016-03-17
3829,SFP54,SFP-04-001,No,Sí,"Es un asco de pagina para poder sacar cita, ni el telefono es correcto ni la pagina permite sacar la cita no obstante que pierdes tiempo proporcionando tus datos y en el ultimo punto para obtener el dia se bloquea",Actualizar los datos,2016-03-17
3865,SRE113,SRE-03-003,No,Sí,ESTA MUY ENREDADA LA INFORMACION PARA PODER SACAR UNA CITA VIA INTERNET,HACER LA INFORMACION MAS DIRECTA,2016-03-17
3869,SFP54,SFP-04-001,Sí,Sí,FUE DIFICIL ENCONTRAR LA PAGINA PARA AGENDAR CITAS,"EL SERVICIO Y LA APERTURA DE CITAS, EN JALISCO NO HAY CITAS EN NINGUNA DE LAS OFICINAS DEL ESTADO DE JALISCO. EN EL 01 800 INFORMAN QUE EL ""GOBIERNO"" NO HA APERTURADO CITAS Y NO TIENEN FECHA PROXIMA O ESTIMADA DE APERTURA DE CITAS. ME SIENTO ENREDADA EN LA MARAÐ“â€˜A DE UN SISTEMA ""BUROCRATA"", DONDE NO DAN RESPUESTAS NI SOLUCIONES A LAS NECESIDADES DE LOS CIUDADANOS Y TAMPOCO CUMPLEN CON LA FUNCIÐ“â€œN PARA LA QUE SE DA ORIGEN A ESTA ""INSTITUCION PUBLICA""",2016-03-17
3830,SEP1010,SEP-01-034-B,No,Sí,"BUENA TARD, ESTOY TRATANDO DE SABER EL TRAMITE QUE SE DEBE SEGUIR PARA EL REGISTRO DE TITUTO Y EXPEDICION DE CEDULA DE ESPECIALIDAD, PERO ESE DATO NO APARECE EN LA INFORMACION, OJALA Y ME PUEDAN ORIENTAR YA QUE ESTOY EN LA CIUDAD DE MEXICALI, BAJA CALIFORNIA MI CORREO ES damiantp@hotmail.com",cxcxc,2016-03-17
3872,SRE113,SRE-03-003,No,Sí,"Primero la interfaz de la pagina no es amigable para el usuario, segundo, no queda claro los documentos a llevar... solo el pide el pasaporte original... pero... en las oficinas piden copias de algo?  tampoco aclara que si aun aceptan IFE o algo asГ­, no dice cual es el costo en oficinas estatales y solo me da dos opciones de estas oficinas... Toluca y Naucalpan...
No hay un link que me guГ­e en cГіmo hacer el pago , a quГ© cuenta, con quГ© datos.....   
Esta nueva interface esta muy confusa por lo mismo tienen que regresar a tantos ciudadanos al hacer el tramite...

Gracias","Primero la interfaz de la pagina no es amigable para el usuario, segundo, no queda claro los documentos a llevar... solo el pide el pasaporte original... pero... en las oficinas piden copias de algo?  tampoco aclara que si aun aceptan IFE o algo asГ­, no dice cual es el costo en oficinas estatales y solo me da dos opciones de estas oficinas... Toluca y Naucalpan...
No hay un link que me guГ­e en cГіmo hacer el pago , a quГ© cuenta, con quГ© datos.....   
Esta nueva interface esta muy confusa por lo mismo tienen que regresar a tantos ciudadanos al hacer el tramite...

Gracias",2016-03-17
3870,ISSSTE568,ISSSTE-05-006-B,No,Sí,QUE SEA MAS FACIL LOS TRAMITES XK LA VERDAD CUESTAN YO QUIERO REGISTRAR A UN FAMILIAR Y NO PUEDO ENOPJA QUE CUESTE MUCHO,QUE SEA MAS FACIL LOS TRAMITES,2016-03-17
3871,SRE113,SRE-03-003,No,Sí,el formato de pago para el banco,formato de pago para el banco,2016-03-17
3867,SRE113,SRE-03-003,Sí,Sí,Falta el formato para realizar el pago del pasaporte en el banco.,Indicar o colocar un icono en donde aparezca la opcion para imprimir el formato para realizar el pago en el banco del pasaporte que uno requiera.,2016-03-17
3832,SRE147,SRE-03-007-D,Sí,Sí,"Es innecesario el realizar una,cita por vÐ“Â­a telefÐ“Ñ–nica o Internet por si no se los habÐ“Â­an dicho es un nÐ“Ñ”mero 018008010773 tiene sÐ“Ñ–lo grabaciÐ“Ñ–n NUNCA ME RESPONDIERON Y COMO ESPECIE DE BURLA O NO SE DE WUIEN SERA LA BRILLANTE IDEA DE PONER UNA GRABACION LA CUAL DICE Q SU HORARIO DE ATENCION A PÐ“Ñ™BLICO ES DE 08:00AM A 11:00AM Y POSTERIORMENTE DE 15;00PM HASTA 20:00PM Y PARA REMATAR CON BROCHE DE ORO OTRA BONITA GRABACION CON HORARIO DE ATENCION AL PÐ“Ñ™BLICO DE 09:00AM A 17:00PM NO ENTIENDO EL NIVEL DE MI IGNORANCIA """" VAYA EN WUR HORARIO ENTONCES ATIENDEN??? Y PARA Q CONTESTES ESTA EN CHINO  CLARO QUE A  ESTE COMENTARIO NI LO TOMARAN TAMPOCO EN CUENTA SI NO DAN PRONTITUD VIA TELEFONICA  ( CUANDO SAQUE ME PASAPORTE POR PRIMERA VEZ EN 2007 FUE LA COSA MAS SENCILLA EL LLEGAR A LAS OFICINAS ME ATENDIERON AMABLEMENTE Y ME DAN LOS REQUISITOS Y EDE MISMO DIA YO HICE LA ENTREGA DE DOCUMENTO Y ESE MISMO DIA ME TOMARON LA FOTO Y ESE MISMO DIA ME ENTREGARON MI PASAPORTE  SI ENTIENDEN AHORA POR QUE ES UN PEDIMO SERVICIO EL AGENDAR UNA CITA PERO BUENO SOLO ME QUEDA DARLES LAS GRACIAS ES SEÐ“â€˜AL QUE MÐ“â€°XICO ESTA HABANZANDO MAS BIEN ATRASANDO","LAS CITAS DEBERIAN DE SER DIRECTAMENTE EN LAS OFICINAS, LA TECNOLOGÐ“ÐŒA SE LE DEBE DAR UN USO MAS PRACTICO EFICIENTE E INTELIGENTE EL AGENDAR CITA NO ES LO MEJOR DE HECHO  ES UN PESIMO SERVICIO",2016-03-18
