is_info_useful,missing_info,improvements,date,missing_info_sentiment,improvements_sentiment,missing_info_es,improvements_es,institution_cat
0,q credenciales de salud aceptan ya que yo no puedo salir del paг­s ya que extravie mi ife y la uni credencial que tengo es la del issfam y me dicen en la sre cuahutemoc q no es oficial.,que sean mгўs amables el personal y tengan mгўs opciones para identificaciгіn,74,,1,Q credenciales de salud aceptan ya que yo no puedo salir del paГ­s ya que extravie mi ife y la uni credencial que tengo es la del issfam y me dicen en la sre cuahutemoc q no es oficial.,Que sean mГЎs amables el personal y tengan mГЎs opciones para identificaciГіn,722.0
1,las carreras que ofrecen,las carrearas,74,,1,las carreras que ofrecen,las carrearas,0.0
0,"delegacið“ñ–n celaya, cð“ñ–mo puedo realizar el pago",tramitar citas por internet!!!!!,75,,1,"DelegaciÐ“Ñ–n Celaya, cÐ“Ñ–mo puedo realizar el pago",TRAMITAR CITAS POR INTERNET!!!!!,722.0
1,para realizar una cita es complejo,el numero 01 800,75,,1,Para realizar una cita es complejo,El numero 01 800,722.0
1,"la opcið“ñ–n de leer en idioma ingles
gracias","proporcionar informacið“ñ–n en idioma ingles
gracias",75,,1,"La opciÐ“Ñ–n de leer en idioma ingles
Gracias","Proporcionar informaciÐ“Ñ–n en idioma ingles
Gracias",706.0
0,"link directo para programar cita o contestar el telefono, pierde la gente todo el dia rogandoles para tramitar un documento. multimedios me va ayudar ami y a todas las personas que estamos en el telefono, a ver si alguien nos contesta algun dia.","link directo para citas, o contesar el telefono, se como trabajan y como hacen caso omiso a las llamadas, a veces las personas tenemos emergencias y ustedes no ayudan en nada.",75,,1,"link directo para programar cita o contestar el telefono, pierde la gente todo el dia rogandoles para tramitar un documento. multimedios me va ayudar ami y a todas las personas que estamos en el telefono, a ver si alguien nos contesta algun dia.","LINK DIRECTO PARA CITAS, O CONTESAR EL TELEFONO, SE COMO TRABAJAN Y COMO HACEN CASO OMISO A LAS LLAMADAS, A VECES LAS PERSONAS TENEMOS EMERGENCIAS Y USTEDES NO AYUDAN EN NADA.",742.0
1,no se facilita como  realizar una cita por internet,citas por internet,75,,1,NO SE FACILITA COMO  REALIZAR UNA CITA POR INTERNET,CITAS POR INTERNET,722.0
1,"que funcionen las opciones para poner la denuncia, fuera de la ciudad de mð“â©xico,","no funcionan los enlaces (links) y no conducen a ninguna opcið“ñ–n,",75,,1,"que funcionen las opciones para poner la denuncia, fuera de la ciudad de MÐ“Â©xico,","no funcionan los enlaces (links) y no conducen a ninguna opciÐ“Ñ–n,",659.0
1,no esta la opciгіn de citas por internet y tampoco contestan en los telefonos,no contestan en el telefono que proporcionan pides ayuda en las oficinas para hacer las citas y no ayudan,75,,1,no esta la opciГіn de citas por internet y tampoco contestan en los telefonos,no contestan en el telefono que proporcionan pides ayuda en las oficinas para hacer las citas y no ayudan,723.0
1,enlace para programar cita para expedicið“ñ–n de pasaporte,poner enlace para cita de expedicið“ñ–n de pasaporte.,75,,1,Enlace para programar cita para expediciÐ“Ñ–n de pasaporte,poner enlace para cita de expediciÐ“Ñ–n de pasaporte.,726.0
1,"no te dicen donde hacer tu pago, ni con que referencia.",poner un numero de ayuda,75,,1,"No te dicen donde hacer tu pago, ni con que referencia.",Poner un numero de ayuda,723.0
0,"actualizar la pagina de citas no sirve por favor ponga algo para facilitar hacer las citas y si uno llama pidemuchas opciones no tenemos tiempo con tantas preguntas y luego no contestan, para que tienen muchas personas trabajando si no dan buen servivio","facilitar el acceso a la pagina, y contesten el telefono",75,,1,"actualizar la pagina de citas no sirve por favor ponga algo para facilitar hacer las citas y si uno llama pidemuchas opciones no tenemos tiempo con tantas preguntas y luego no contestan, para que tienen muchas personas trabajando si no dan buen servivio","facilitar el acceso a la pagina, y contesten el telefono",659.0
1,no se explica cuanto se tarda.,"nadie contesta el numero en esta sitio, las oficinas en playa del carmen siguen perdiendo documentos, son lentos.  te dicen 2-3 meses, pero gente siguen esperando despues 11 meses.",75,,1,No se explica cuanto se tarda.,"Nadie contesta el numero en esta sitio, las oficinas en Playa del Carmen SIGUEN PERDIENDO DOCUMENTOS, SON LENTOS.  TE DICEN 2-3 MESES, PERO GENTE SIGUEN ESPERANDO DESPUES 11 MESES.",706.0
0,"cuando uno acude a las oficinas municipales, te dan un telefono para hacer la cita y tengo varios dias marcando y no contestan, me urge el pasaporte y no puedo sacarlo","deberian regresar al modo anterior, donde la cita te la daban en las oficinas. es mucho mas facil si sus servicios telefð“ñ–nicos no van a ser eficientes",75,,1,"Cuando uno acude a las oficinas municipales, te dan un telefono para hacer la cita y tengo varios dias marcando y no contestan, me urge el pasaporte y no puedo sacarlo","Deberian regresar al modo anterior, donde la cita te la daban en las oficinas. Es mucho mas facil si sus servicios telefÐ“Ñ–nicos no van a ser eficientes",722.0
0,"me informaron que puedo sacar la cita por este portal y no se ubica el enlace, el nð“ñ”mero 01800 no es ð“ñ”til.",mejorar la pð“ðžgina y agilizar el servicio,75,,1,"Me informaron que puedo sacar la cita por este portal y no se ubica el enlace, el nÐ“Ñ”mero 01800 no es Ð“Ñ”til.",Mejorar la pÐ“ÐŽgina y agilizar el servicio,723.0
1,,"en el caso de que seas personal remiso, en particular me resulta imposible asistir al lugar en donde naci unicamente a solicitar una constancia emitida por la junta de reclutamiento donde se especifique que no se me ha expedido la cartilla de identidad del servicio militar nacional. вїcomo puedo manejar este documento? вїno puedo viajar hasta mi lugar de nacimient",75,,1,#VALUE!,"En el caso de que seas personal remiso, en particular me resulta imposible asistir al lugar en donde naci unicamente a solicitar una constancia emitida por la junta de reclutamiento donde se especifique que no se me ha expedido la Cartilla de Identidad del Servicio Militar Nacional. ВїComo puedo manejar este documento? ВїNo puedo viajar hasta mi lugar de nacimient",469.0
1,ya mande y ya lo inte varias veces y no me llega el codigo maldita sea,que envien el codigo,75,,1,ya mande y ya lo inte varias veces y no me llega el codigo maldita sea,que envien el codigo,659.0
0,no sirve el cita para solicitar una cita,"actualizar el sistema, parce del siglo pasado",75,,1,no sirve el cita para solicitar una cita,"actualizar el sistema, parce del siglo pasado",659.0
1,citas por internet,citas por internet,75,,1,CITAS POR INTERNET,CITAS POR INTERNET,723.0
0,,no me permite imprimir el formato de mi numero,75,,1,#VALUE!,No me permite imprimir el formato de mi numero,659.0
1,"ð’ñ—todavð“â­a se puede hacer el tramite por internet? ð’ñ—quð“â© link me lleva a la pð“ðžgina de citas? si ya no se puede, ð’ñ—dð“ñ–nde me lo aclara para sacarme de dudas? ð’ñ—mi ð“ñ”nica opcið“ñ–n es solo por telð“â©fono? ð’ñ—dð“ñ–nde lo especifica? y asð“â­ irme directo al 01800 telefð“ñ–nico.","hacer la pð“ðžgina a prueba de dudas, como lo que pregunto arriba, si ya no se puede, donde sð“â­ o proveer de las opciones. no solamente omitir la informacið“ñ–n. tiene que estar todo para realizar el trð“ðžmite completo.",75,,1,"Ð’Ñ—TodavÐ“Â­a se puede hacer el tramite por Internet? Ð’Ñ—QuÐ“Â© link me lleva a la pÐ“ÐŽgina de citas? Si ya no se puede, Ð’Ñ—DÐ“Ñ–nde me lo aclara para sacarme de dudas? Ð’Ñ—Mi Ð“Ñ”nica opciÐ“Ñ–n es solo por telÐ“Â©fono? Ð’Ñ—DÐ“Ñ–nde lo especifica? y asÐ“Â­ irme directo al 01800 telefÐ“Ñ–nico.","Hacer la pÐ“ÐŽgina a prueba de dudas, como lo que pregunto arriba, si ya no se puede, donde sÐ“Â­ o proveer de las opciones. No solamente omitir la informaciÐ“Ñ–n. Tiene que estar todo para realizar el trÐ“ÐŽmite completo.",723.0
1,debe informar que el documento es gratuito,"vigilar a los trabajoderes, estð“ðžn cobrando 1500 pesos para obtener el documento, y   lo hacen a travð“â©s de contratistas que operan fuera de la instalacið“ñ–n, principalmente en cohuctemo,",75,,1,Debe informar que el documento es gratuito,"Vigilar a los trabajoderes, estÐ“ÐŽn cobrando 1500 Pesos para obtener el documento, y   lo hacen a travÐ“Â©s de contratistas que operan fuera de la instalaciÐ“Ñ–n, principalmente en cohuctemo,",213.0
1,poner el contacto directo de la secretaria a la cual se va a dirigir una queja.,dar seguimiento a quejas anteriores hasta que se de alguna solucið“ñ–n.,76,,1,Poner el contacto directo de la secretaria a la cual se va a dirigir una queja.,Dar seguimiento a quejas anteriores hasta que se de alguna soluciÐ“Ñ–n.,659.0
0,la informaciгіn estгў revuelta y no ayuda al trгўmite,hacer un portal distinto y mejorar su sistema de citas para el pasaporte,76,,1,la informaciГіn estГЎ revuelta y no ayuda al trГЎmite,hacer un portal distinto y mejorar su sistema de citas para el pasaporte,742.0
1,no dice en ningð“ñ”n lado como hacer la cita. sð“ñ–lo mandan a la oficina,donde quedo el sistema de citas en lð“â­nea?? si existe no lo he encontrado. el telð“â©fono 800 que marcan siempre estð“ðž ocupado,76,,1,No dice en ningÐ“Ñ”n lado como hacer la cita. SÐ“Ñ–lo mandan a la oficina,Donde quedo el sistema de citas en lÐ“Â­nea?? Si existe no lo he encontrado. El telÐ“Â©fono 800 que marcan siempre estÐ“ÐŽ ocupado,726.0
0,que  las citas  telefonicas  son hasta las 11 de la mað“â±ana y aqui dicen que todo el dia eso es falso,digan la verdad  y  que se pueda  hacer la cita en linea  y no telefonica  ademans de que el sonido del telefono es horrible,76,,1,que  las citas  telefonicas  son hasta las 11 de la maÐ“Â±ana y aqui dicen que todo el dia eso es falso,digan la verdad  y  que se pueda  hacer la cita en linea  y no telefonica  ademans de que el sonido del telefono es horrible,722.0
1,,todo correcto,76,2.0,1,#VALUE!,Todo correcto,490.0
0,"ener disponible la pagina de citas, que lata perder el tiempo en algo tan rð“ðžpido y fð“ðžcil.","tener disponible la pagina de citas, que lata perder el tiempo en algo tan rð“ðžpido y fð“ðžcil, sumando que los telð“â©fonos solo suenan y nadie contestas, invertð“â­ toda mi mað“â±ana y para nada. pesimo servicio",76,,1,"ener disponible la pagina de citas, que lata perder el tiempo en algo tan rÐ“ÐŽpido y fÐ“ÐŽcil.","Tener disponible la pagina de citas, que lata perder el tiempo en algo tan rÐ“ÐŽpido y fÐ“ÐŽcil, sumando que los telÐ“Â©fonos solo suenan y nadie contestas, invertÐ“Â­ toda mi maÐ“Â±ana y para nada. PESIMO SERVICIO",722.0
0,si tienen dentro de su misma pгўgina una opciгіn para citas por internet. вїpor quг© no funciona? .,"si la opciгіn de citas por internet no funciona, pues quг­tenla; es cosa de sentido comгєn y de no confiarle a un inepto la administraciгіn de los trгўmites o de la misma pгўgina. вї y por mantener la pгўgina asг­ le pagan con mis impuestos?",76,,1,Si tienen dentro de su misma pГЎgina una opciГІn para citas por Internet. Вїpor quГ© no funciona? .,"Si la opciГіn de citas por Internet no funciona, pues quГ­tenla; es cosa de sentido comГєn y de no confiarle a un inepto la administraciГіn de los trГЎmites o de la misma pГЎgina. Вї y por mantener la pГЎgina asГ­ le pagan con mis impuestos?",722.0
1,poner formatos de pagos y posibilidad de pagar en bancos,"que se puedan hacer tramites por internet, y no solo presenciales.",76,,1,Poner formatos de pagos y posibilidad de pagar en bancos,"Que se puedan hacer tramites por internet, y no solo presenciales.",737.0
1,"el numero para hacer citas no esta disponible, ð’ñ—existe algð“ñ”n otro numero ?",poner mas lineas para las citas telefð“ñ–nicas y abrir el portar por internet,76,,1,"El numero para hacer citas no esta disponible, Ð’Ñ—existe algÐ“Ñ”n otro numero ?",poner mas lineas para las citas telefÐ“Ñ–nicas y abrir el portar por internet,722.0
1,en dð“ñ–nde puedo sacar mi cita vð“â­a internet. no por telð“â©fono.,un acceso mð“ðžs directo a este tipo de dudas.,76,,1,En dÐ“Ñ–nde puedo sacar mi cita vÐ“Â­a internet. No por telÐ“Â©fono.,Un acceso mÐ“ÐŽs directo a este tipo de dudas.,722.0
0,"todo el fundamento legal, tanto de la ley federal del trabajo, como de los acuerdos publicados en el diario oficial de la federacið“â€œn.  y sobre todo que esten a la vista el formato editable (dc-5), ya que solamente","que cuando elaboren una nueva pagina de la dependencia, primeramente vean que tipo de informacið“â€œn esta publicada y sigan conservando la que tiene mayor relevancia para consulta y tramite de los usuarios tanto internos, como externos",76,,1,"TODO EL FUNDAMENTO LEGAL, TANTO DE LA LEY FEDERAL DEL TRABAJO, COMO DE LOS ACUERDOS PUBLICADOS EN EL DIARIO OFICIAL DE LA FEDERACIÐ“â€œN.  Y SOBRE TODO QUE ESTEN A LA VISTA EL FORMATO EDITABLE (DC-5), YA QUE SOLAMENTE","QUE CUANDO ELABOREN UNA NUEVA PAGINA DE LA DEPENDENCIA, PRIMERAMENTE VEAN QUE TIPO DE INFORMACIÐ“â€œN ESTA PUBLICADA Y SIGAN CONSERVANDO LA QUE TIENE MAYOR RELEVANCIA PARA CONSULTA Y TRAMITE DE LOS USUARIOS TANTO INTERNOS, COMO EXTERNOS",748.0
0,"que suban la informacið“â€œn del acuerdo publicado en el diario oficial de la federacið“â€œn, sobre todo haciendo enfasis en las empresas que tienen la opcið“â€œn de presentarlo en ventanilla y tambien anexar el formato dc-4","toda la pagina, ya que toda la informacið“â€œn es incompleta, difusa y poco clara, y sobre todo que no existe el respaldo de los formatos",76,,1,"QUE SUBAN LA INFORMACIÐ“â€œN DEL ACUERDO PUBLICADO EN EL DIARIO OFICIAL DE LA FEDERACIÐ“â€œN, SOBRE TODO HACIENDO ENFASIS EN LAS EMPRESAS QUE TIENEN LA OPCIÐ“â€œN DE PRESENTARLO EN VENTANILLA Y TAMBIEN ANEXAR EL FORMATO DC-4","TODA LA PAGINA, YA QUE TODA LA INFORMACIÐ“â€œN ES INCOMPLETA, DIFUSA Y POCO CLARA, Y SOBRE TODO QUE NO EXISTE EL RESPALDO DE LOS FORMATOS",747.0
